description,price,bioequivalent,image_url,chain,searched_drug
LOSARTAN/HIDROCLOROTIAZIDA 50mg/12.5mg comp x 30,2990.0,losartan,"//cdn.shopify.com/s/files/1/0581/6687/0176/products/7804650881803_LOSARTAN_HIDROCLOROTIAZIDA_30COMP_200x.jpg?v=1648642816 200w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804650881803_LOSARTAN_HIDROCLOROTIAZIDA_30COMP_300x.jpg?v=1648642816 300w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804650881803_LOSARTAN_HIDROCLOROTIAZIDA_30COMP_400x.jpg?v=1648642816 400w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804650881803_LOSARTAN_HIDROCLOROTIAZIDA_30COMP_500x.jpg?v=1648642816 500w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804650881803_LOSARTAN_HIDROCLOROTIAZIDA_30COMP_600x.jpg?v=1648642816 600w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804650881803_LOSARTAN_HIDROCLOROTIAZIDA_30COMP_700x.jpg?v=1648642816 700w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804650881803_LOSARTAN_HIDROCLOROTIAZIDA_30COMP_800x.jpg?v=1648642816 800w",Farmacia Botika,losartan
LOSARTAN+HIDROCLOROTIAZIDA 50mg/12.5mg Comp. x 30,2990.0,losartan,"//cdn.shopify.com/s/files/1/0581/6687/0176/products/7804620834792_LOSARTAN_HIDRO_COM_50MG_12_5MG_X30_1304bbd5-35c0-4da7-9890-fa8b8993b8ba_200x.jpg?v=1656004517 200w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804620834792_LOSARTAN_HIDRO_COM_50MG_12_5MG_X30_1304bbd5-35c0-4da7-9890-fa8b8993b8ba_300x.jpg?v=1656004517 300w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804620834792_LOSARTAN_HIDRO_COM_50MG_12_5MG_X30_1304bbd5-35c0-4da7-9890-fa8b8993b8ba_400x.jpg?v=1656004517 400w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804620834792_LOSARTAN_HIDRO_COM_50MG_12_5MG_X30_1304bbd5-35c0-4da7-9890-fa8b8993b8ba_500x.jpg?v=1656004517 500w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804620834792_LOSARTAN_HIDRO_COM_50MG_12_5MG_X30_1304bbd5-35c0-4da7-9890-fa8b8993b8ba_600x.jpg?v=1656004517 600w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804620834792_LOSARTAN_HIDRO_COM_50MG_12_5MG_X30_1304bbd5-35c0-4da7-9890-fa8b8993b8ba_700x.jpg?v=1656004517 700w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804620834792_LOSARTAN_HIDRO_COM_50MG_12_5MG_X30_1304bbd5-35c0-4da7-9890-fa8b8993b8ba_800x.jpg?v=1656004517 800w",Farmacia Botika,losartan
LOSARTAN/HIDROCLOROTIAZIDA 100mg/25mg Comp. x 30,4290.0,losartan,"//cdn.shopify.com/s/files/1/0581/6687/0176/products/7800046004542_LOSARTAN_HIDROCLO_COM_100MG_25MG_X30_df3fb821-08d6-41c5-8057-50869ecd92c1_200x.jpg?v=1654114133 200w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800046004542_LOSARTAN_HIDROCLO_COM_100MG_25MG_X30_df3fb821-08d6-41c5-8057-50869ecd92c1_300x.jpg?v=1654114133 300w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800046004542_LOSARTAN_HIDROCLO_COM_100MG_25MG_X30_df3fb821-08d6-41c5-8057-50869ecd92c1_400x.jpg?v=1654114133 400w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800046004542_LOSARTAN_HIDROCLO_COM_100MG_25MG_X30_df3fb821-08d6-41c5-8057-50869ecd92c1_500x.jpg?v=1654114133 500w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800046004542_LOSARTAN_HIDROCLO_COM_100MG_25MG_X30_df3fb821-08d6-41c5-8057-50869ecd92c1_600x.jpg?v=1654114133 600w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800046004542_LOSARTAN_HIDROCLO_COM_100MG_25MG_X30_df3fb821-08d6-41c5-8057-50869ecd92c1_700x.jpg?v=1654114133 700w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800046004542_LOSARTAN_HIDROCLO_COM_100MG_25MG_X30_df3fb821-08d6-41c5-8057-50869ecd92c1_800x.jpg?v=1654114133 800w",Farmacia Botika,losartan
LOSARTAN+HIDROCLOROTIAZIDA 50mg/12.5mg Comp. x 30,2990.0,losartan,"//cdn.shopify.com/s/files/1/0581/6687/0176/products/7800046004535_LOSARTAN_HCL_50MG_12.5MG_COMPX30_200x.jpg?v=1649798515 200w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800046004535_LOSARTAN_HCL_50MG_12.5MG_COMPX30_300x.jpg?v=1649798515 300w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800046004535_LOSARTAN_HCL_50MG_12.5MG_COMPX30_400x.jpg?v=1649798515 400w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800046004535_LOSARTAN_HCL_50MG_12.5MG_COMPX30_500x.jpg?v=1649798515 500w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800046004535_LOSARTAN_HCL_50MG_12.5MG_COMPX30_600x.jpg?v=1649798515 600w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800046004535_LOSARTAN_HCL_50MG_12.5MG_COMPX30_700x.jpg?v=1649798515 700w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800046004535_LOSARTAN_HCL_50MG_12.5MG_COMPX30_800x.jpg?v=1649798515 800w",Farmacia Botika,losartan
KETOROLACO 10mg Comp. x 10,790.0,ketorolaco,"//cdn.shopify.com/s/files/1/0581/6687/0176/products/7800063111483_KETOROLACO_10mg_Comp_x_10_200x.jpg?v=1660682471 200w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800063111483_KETOROLACO_10mg_Comp_x_10_300x.jpg?v=1660682471 300w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800063111483_KETOROLACO_10mg_Comp_x_10_400x.jpg?v=1660682471 400w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800063111483_KETOROLACO_10mg_Comp_x_10_500x.jpg?v=1660682471 500w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800063111483_KETOROLACO_10mg_Comp_x_10_600x.jpg?v=1660682471 600w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800063111483_KETOROLACO_10mg_Comp_x_10_700x.jpg?v=1660682471 700w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800063111483_KETOROLACO_10mg_Comp_x_10_800x.jpg?v=1660682471 800w",Farmacia Botika,ketorolaco
KETOROLACO 10mg Comp. x 10,790.0,ketorolaco,"//cdn.shopify.com/s/files/1/0581/6687/0176/products/7800068031724_KETOROLACO_10MG_COMPX10_200x.jpg?v=1654196626 200w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800068031724_KETOROLACO_10MG_COMPX10_300x.jpg?v=1654196626 300w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800068031724_KETOROLACO_10MG_COMPX10_400x.jpg?v=1654196626 400w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800068031724_KETOROLACO_10MG_COMPX10_500x.jpg?v=1654196626 500w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800068031724_KETOROLACO_10MG_COMPX10_600x.jpg?v=1654196626 600w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800068031724_KETOROLACO_10MG_COMPX10_700x.jpg?v=1654196626 700w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800068031724_KETOROLACO_10MG_COMPX10_800x.jpg?v=1654196626 800w",Farmacia Botika,ketorolaco
KETOROLACO TROMETAMOL 10mg Comp. x 10,790.0,ketorolaco,"//cdn.shopify.com/s/files/1/0581/6687/0176/products/7800007698414_KETOROLACO_TROMETAMOL_10mg_Comp_x_10_200x.jpg?v=1664544096 200w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800007698414_KETOROLACO_TROMETAMOL_10mg_Comp_x_10_300x.jpg?v=1664544096 300w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800007698414_KETOROLACO_TROMETAMOL_10mg_Comp_x_10_400x.jpg?v=1664544096 400w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800007698414_KETOROLACO_TROMETAMOL_10mg_Comp_x_10_500x.jpg?v=1664544096 500w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800007698414_KETOROLACO_TROMETAMOL_10mg_Comp_x_10_600x.jpg?v=1664544096 600w",Farmacia Botika,ketorolaco
KETOPROFENO MINTLAB 50mg Caps. x 20,1490.0,ketoprofeno,"//cdn.shopify.com/s/files/1/0581/6687/0176/products/7800063120263_KETOPROFENO_MINTLAB_50mg_Caps_x_20_Mesadetrabajo1_200x.png?v=1679590930 200w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800063120263_KETOPROFENO_MINTLAB_50mg_Caps_x_20_Mesadetrabajo1_300x.png?v=1679590930 300w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800063120263_KETOPROFENO_MINTLAB_50mg_Caps_x_20_Mesadetrabajo1_400x.png?v=1679590930 400w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800063120263_KETOPROFENO_MINTLAB_50mg_Caps_x_20_Mesadetrabajo1_500x.png?v=1679590930 500w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800063120263_KETOPROFENO_MINTLAB_50mg_Caps_x_20_Mesadetrabajo1_600x.png?v=1679590930 600w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800063120263_KETOPROFENO_MINTLAB_50mg_Caps_x_20_Mesadetrabajo1_700x.png?v=1679590930 700w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800063120263_KETOPROFENO_MINTLAB_50mg_Caps_x_20_Mesadetrabajo1_800x.png?v=1679590930 800w",Farmacia Botika,ketoprofeno
KETOPROFENO 2.5% Gel x 60g,4190.0,ketoprofeno,"//cdn.shopify.com/s/files/1/0581/6687/0176/products/7800078000697_KETOPROFENO_GEL_2_1.5__GRX60_200x.jpg?v=1652715029 200w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800078000697_KETOPROFENO_GEL_2_1.5__GRX60_300x.jpg?v=1652715029 300w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800078000697_KETOPROFENO_GEL_2_1.5__GRX60_400x.jpg?v=1652715029 400w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800078000697_KETOPROFENO_GEL_2_1.5__GRX60_500x.jpg?v=1652715029 500w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800078000697_KETOPROFENO_GEL_2_1.5__GRX60_600x.jpg?v=1652715029 600w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800078000697_KETOPROFENO_GEL_2_1.5__GRX60_700x.jpg?v=1652715029 700w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800078000697_KETOPROFENO_GEL_2_1.5__GRX60_800x.jpg?v=1652715029 800w",Farmacia Botika,ketoprofeno
KETOPROFENO 100mg/2ml amp. X 6,8490.0,ketoprofeno,"//cdn.shopify.com/s/files/1/0581/6687/0176/products/7800061001540_KETOPROFENO100mg_2ml_ampX_6_200x.jpg?v=1658935899 200w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800061001540_KETOPROFENO100mg_2ml_ampX_6_300x.jpg?v=1658935899 300w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800061001540_KETOPROFENO100mg_2ml_ampX_6_400x.jpg?v=1658935899 400w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800061001540_KETOPROFENO100mg_2ml_ampX_6_500x.jpg?v=1658935899 500w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800061001540_KETOPROFENO100mg_2ml_ampX_6_600x.jpg?v=1658935899 600w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800061001540_KETOPROFENO100mg_2ml_ampX_6_700x.jpg?v=1658935899 700w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800061001540_KETOPROFENO100mg_2ml_ampX_6_800x.jpg?v=1658935899 800w",Farmacia Botika,ketoprofeno
KETOPROFENO TU MINTLAB 200mg Comp. x 10,1990.0,ketoprofeno,"//cdn.shopify.com/s/files/1/0581/6687/0176/products/7800063111445_KETOPROFENO_TU_MINTLAB_200mg_Comp_x_10_200x.jpg?v=1660838059 200w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800063111445_KETOPROFENO_TU_MINTLAB_200mg_Comp_x_10_300x.jpg?v=1660838059 300w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800063111445_KETOPROFENO_TU_MINTLAB_200mg_Comp_x_10_400x.jpg?v=1660838059 400w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800063111445_KETOPROFENO_TU_MINTLAB_200mg_Comp_x_10_500x.jpg?v=1660838059 500w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800063111445_KETOPROFENO_TU_MINTLAB_200mg_Comp_x_10_600x.jpg?v=1660838059 600w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800063111445_KETOPROFENO_TU_MINTLAB_200mg_Comp_x_10_700x.jpg?v=1660838059 700w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800063111445_KETOPROFENO_TU_MINTLAB_200mg_Comp_x_10_800x.jpg?v=1660838059 800w",Farmacia Botika,ketoprofeno
DOLOSTAT BI 150mg Comp. x 10,10990.0,ketoprofeno,"//cdn.shopify.com/s/files/1/0581/6687/0176/products/7891317007157_DOLOSTAT_BI_COM_150MGX10_200x.jpg?v=1649797433 200w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7891317007157_DOLOSTAT_BI_COM_150MGX10_300x.jpg?v=1649797433 300w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7891317007157_DOLOSTAT_BI_COM_150MGX10_400x.jpg?v=1649797433 400w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7891317007157_DOLOSTAT_BI_COM_150MGX10_500x.jpg?v=1649797433 500w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7891317007157_DOLOSTAT_BI_COM_150MGX10_600x.jpg?v=1649797433 600w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7891317007157_DOLOSTAT_BI_COM_150MGX10_700x.jpg?v=1649797433 700w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7891317007157_DOLOSTAT_BI_COM_150MGX10_800x.jpg?v=1649797433 800w",Farmacia Botika,ketoprofeno
RELATENE 50mg Caps. x 10,2590.0,ketoprofeno,"//cdn.shopify.com/s/files/1/0581/6687/0176/products/7800063320052_RELATENE_50mg_Caps_x_10_200x.jpg?v=1664894627 200w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800063320052_RELATENE_50mg_Caps_x_10_300x.jpg?v=1664894627 300w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800063320052_RELATENE_50mg_Caps_x_10_400x.jpg?v=1664894627 400w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800063320052_RELATENE_50mg_Caps_x_10_500x.jpg?v=1664894627 500w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800063320052_RELATENE_50mg_Caps_x_10_600x.jpg?v=1664894627 600w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800063320052_RELATENE_50mg_Caps_x_10_700x.jpg?v=1664894627 700w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800063320052_RELATENE_50mg_Caps_x_10_800x.jpg?v=1664894627 800w",Farmacia Botika,ketoprofeno
TALFLEX-BI 150mg Comp. x 10,10990.0,ketoprofeno,"//cdn.shopify.com/s/files/1/0581/6687/0176/products/7800028003594_TALFLEX_BI_150MG_COMPX10_200x.jpg?v=1649867473 200w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800028003594_TALFLEX_BI_150MG_COMPX10_300x.jpg?v=1649867473 300w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800028003594_TALFLEX_BI_150MG_COMPX10_400x.jpg?v=1649867473 400w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800028003594_TALFLEX_BI_150MG_COMPX10_500x.jpg?v=1649867473 500w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800028003594_TALFLEX_BI_150MG_COMPX10_600x.jpg?v=1649867473 600w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800028003594_TALFLEX_BI_150MG_COMPX10_700x.jpg?v=1649867473 700w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800028003594_TALFLEX_BI_150MG_COMPX10_800x.jpg?v=1649867473 800w",Farmacia Botika,ketoprofeno
TALFLEX 2.5% Gel x 30g,5990.0,ketoprofeno,"//cdn.shopify.com/s/files/1/0581/6687/0176/products/7800028000364_TAFLEX_2.5__GELX30G_200x.jpg?v=1649866343 200w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800028000364_TAFLEX_2.5__GELX30G_300x.jpg?v=1649866343 300w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800028000364_TAFLEX_2.5__GELX30G_400x.jpg?v=1649866343 400w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800028000364_TAFLEX_2.5__GELX30G_500x.jpg?v=1649866343 500w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800028000364_TAFLEX_2.5__GELX30G_600x.jpg?v=1649866343 600w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800028000364_TAFLEX_2.5__GELX30G_700x.jpg?v=1649866343 700w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800028000364_TAFLEX_2.5__GELX30G_800x.jpg?v=1649866343 800w",Farmacia Botika,ketoprofeno
PROFENID I.M. 100mg IM Iny Amp. x 6,25990.0,ketoprofeno,"//cdn.shopify.com/s/files/1/0581/6687/0176/products/7896070673120_PROFENIND_I.M_100MG_IM_INY_AMPX6_200x.jpg?v=1650833032 200w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7896070673120_PROFENIND_I.M_100MG_IM_INY_AMPX6_300x.jpg?v=1650833032 300w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7896070673120_PROFENIND_I.M_100MG_IM_INY_AMPX6_400x.jpg?v=1650833032 400w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7896070673120_PROFENIND_I.M_100MG_IM_INY_AMPX6_500x.jpg?v=1650833032 500w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7896070673120_PROFENIND_I.M_100MG_IM_INY_AMPX6_600x.jpg?v=1650833032 600w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7896070673120_PROFENIND_I.M_100MG_IM_INY_AMPX6_700x.jpg?v=1650833032 700w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7896070673120_PROFENIND_I.M_100MG_IM_INY_AMPX6_800x.jpg?v=1650833032 800w",Farmacia Botika,ketoprofeno
ZOPICLONA 7.5mg Comp. Rec. x 30,3990.0,zopiclona,"//cdn.shopify.com/s/files/1/0581/6687/0176/products/7800063001708_ZOPICLONA_COM_7_5MGX30_200x.jpg?v=1649880204 200w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800063001708_ZOPICLONA_COM_7_5MGX30_300x.jpg?v=1649880204 300w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800063001708_ZOPICLONA_COM_7_5MGX30_400x.jpg?v=1649880204 400w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800063001708_ZOPICLONA_COM_7_5MGX30_500x.jpg?v=1649880204 500w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800063001708_ZOPICLONA_COM_7_5MGX30_600x.jpg?v=1649880204 600w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800063001708_ZOPICLONA_COM_7_5MGX30_700x.jpg?v=1649880204 700w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800063001708_ZOPICLONA_COM_7_5MGX30_800x.jpg?v=1649880204 800w",Farmacia Botika,zopiclona
ZOPICLONA 7.5mg Comp. Rec. x 30,3990.0,zopiclona,"//cdn.shopify.com/s/files/1/0581/6687/0176/products/7804614930370_ZOPICLONA_7.5MG_COMP_RECX30MG_200x.jpg?v=1648565898 200w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804614930370_ZOPICLONA_7.5MG_COMP_RECX30MG_300x.jpg?v=1648565898 300w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804614930370_ZOPICLONA_7.5MG_COMP_RECX30MG_400x.jpg?v=1648565898 400w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804614930370_ZOPICLONA_7.5MG_COMP_RECX30MG_500x.jpg?v=1648565898 500w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804614930370_ZOPICLONA_7.5MG_COMP_RECX30MG_600x.jpg?v=1648565898 600w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804614930370_ZOPICLONA_7.5MG_COMP_RECX30MG_700x.jpg?v=1648565898 700w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804614930370_ZOPICLONA_7.5MG_COMP_RECX30MG_800x.jpg?v=1648565898 800w",Farmacia Botika,zopiclona
ZOPICLONA 7.5MG COMP. REC. X 30,3990.0,zopiclona,"//cdn.shopify.com/s/files/1/0581/6687/0176/products/7800007807083_ZOPICLONA_7_5MG_COMP_REC_X30_Mesadetrabajo1_200x.png?v=1679591596 200w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800007807083_ZOPICLONA_7_5MG_COMP_REC_X30_Mesadetrabajo1_300x.png?v=1679591596 300w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800007807083_ZOPICLONA_7_5MG_COMP_REC_X30_Mesadetrabajo1_400x.png?v=1679591596 400w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800007807083_ZOPICLONA_7_5MG_COMP_REC_X30_Mesadetrabajo1_500x.png?v=1679591596 500w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800007807083_ZOPICLONA_7_5MG_COMP_REC_X30_Mesadetrabajo1_600x.png?v=1679591596 600w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800007807083_ZOPICLONA_7_5MG_COMP_REC_X30_Mesadetrabajo1_700x.png?v=1679591596 700w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800007807083_ZOPICLONA_7_5MG_COMP_REC_X30_Mesadetrabajo1_800x.png?v=1679591596 800w",Farmacia Botika,zopiclona
LOSOPIL 7.5mg Comp. Rec. x 30,5290.0,zopiclona,"//cdn.shopify.com/s/files/1/0581/6687/0176/products/7800050000851_LOSOPIL_7.5MG_COMP_REC_X_30_200x.jpg?v=1652917685 200w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800050000851_LOSOPIL_7.5MG_COMP_REC_X_30_300x.jpg?v=1652917685 300w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800050000851_LOSOPIL_7.5MG_COMP_REC_X_30_400x.jpg?v=1652917685 400w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800050000851_LOSOPIL_7.5MG_COMP_REC_X_30_500x.jpg?v=1652917685 500w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800050000851_LOSOPIL_7.5MG_COMP_REC_X_30_600x.jpg?v=1652917685 600w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800050000851_LOSOPIL_7.5MG_COMP_REC_X_30_700x.jpg?v=1652917685 700w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800050000851_LOSOPIL_7.5MG_COMP_REC_X_30_800x.jpg?v=1652917685 800w",Farmacia Botika,zopiclona
ZOPERIL 7.5mg Comp. Rec. x 30,3690.0,zopiclona,"//cdn.shopify.com/s/files/1/0581/6687/0176/products/7800046002395_ZOPERIL_7.5MG_COMP_RECX30_200x.jpg?v=1649796968 200w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800046002395_ZOPERIL_7.5MG_COMP_RECX30_300x.jpg?v=1649796968 300w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800046002395_ZOPERIL_7.5MG_COMP_RECX30_400x.jpg?v=1649796968 400w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800046002395_ZOPERIL_7.5MG_COMP_RECX30_500x.jpg?v=1649796968 500w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800046002395_ZOPERIL_7.5MG_COMP_RECX30_600x.jpg?v=1649796968 600w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800046002395_ZOPERIL_7.5MG_COMP_RECX30_700x.jpg?v=1649796968 700w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800046002395_ZOPERIL_7.5MG_COMP_RECX30_800x.jpg?v=1649796968 800w",Farmacia Botika,zopiclona
ZOPINOM 3mg Comp. Rec. x 30,9690.0,zopiclona,"//cdn.shopify.com/s/files/1/0581/6687/0176/products/7800007747211_ZOPINOM_3mg_Comp_Rec_x_30_200x.jpg?v=1656190067 200w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800007747211_ZOPINOM_3mg_Comp_Rec_x_30_300x.jpg?v=1656190067 300w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800007747211_ZOPINOM_3mg_Comp_Rec_x_30_400x.jpg?v=1656190067 400w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800007747211_ZOPINOM_3mg_Comp_Rec_x_30_500x.jpg?v=1656190067 500w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800007747211_ZOPINOM_3mg_Comp_Rec_x_30_600x.jpg?v=1656190067 600w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800007747211_ZOPINOM_3mg_Comp_Rec_x_30_700x.jpg?v=1656190067 700w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800007747211_ZOPINOM_3mg_Comp_Rec_x_30_800x.jpg?v=1656190067 800w",Farmacia Botika,zopiclona
ZONIX Comp. Rec. x 30,4990.0,zopiclona,"//cdn.shopify.com/s/files/1/0581/6687/0176/products/7800063310640_ZONIX_Comp._Rec_1.x30_200x.jpg?v=1642085974 200w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800063310640_ZONIX_Comp._Rec_1.x30_300x.jpg?v=1642085974 300w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800063310640_ZONIX_Comp._Rec_1.x30_400x.jpg?v=1642085974 400w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800063310640_ZONIX_Comp._Rec_1.x30_500x.jpg?v=1642085974 500w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800063310640_ZONIX_Comp._Rec_1.x30_600x.jpg?v=1642085974 600w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800063310640_ZONIX_Comp._Rec_1.x30_700x.jpg?v=1642085974 700w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800063310640_ZONIX_Comp._Rec_1.x30_800x.jpg?v=1642085974 800w",Farmacia Botika,zopiclona
